legislator1bioguide_id,legislator1birthdate,legislator1cid,legislator1comments,legislator1congress_office,legislator1exit_code,legislator1facebook_id,legislator1fax,legislator1feccandid,legislator1first_elected,legislator1firstlast,legislator1gender,legislator1lastname,legislator1office,legislator1party,legislator1phone,legislator1twitter_id,legislator1votesmart_id,legislator1webform,legislator1website,legislator1youtube_url,legislator2bioguide_id,legislator2birthdate,legislator2cid,legislator2comments,legislator2congress_office,legislator2exit_code,legislator2facebook_id,legislator2fax,legislator2feccandid,legislator2first_elected,legislator2firstlast,legislator2gender,legislator2lastname,legislator2office,legislator2party,legislator2phone,legislator2twitter_id,legislator2votesmart_id,legislator2webform,legislator2website,legislator2youtube_url,legislator3bioguide_id,legislator3birthdate,legislator3cid,legislator3comments,legislator3congress_office,legislator3exit_code,legislator3facebook_id,legislator3fax,legislator3feccandid,legislator3first_elected,legislator3firstlast,legislator3gender,legislator3lastname,legislator3office,legislator3party,legislator3phone,legislator3twitter_id,legislator3votesmart_id,legislator3webform,legislator3website,legislator3youtube_url,legislator4bioguide_id,legislator4birthdate,legislator4cid,legislator4comments,legislator4congress_office,legislator4exit_code,legislator4facebook_id,legislator4fax,legislator4feccandid,legislator4first_elected,legislator4firstlast,legislator4gender,legislator4lastname,legislator4office,legislator4party,legislator4phone,legislator4twitter_id,legislator4votesmart_id,legislator4webform,legislator4website,legislator4youtube_url,legislator5bioguide_id,legislator5birthdate,legislator5cid,legislator5comments,legislator5congress_office,legislator5exit_code,legislator5facebook_id,legislator5fax,legislator5feccandid,legislator5first_elected,legislator5firstlast,legislator5gender,legislator5lastname,legislator5office,legislator5party,legislator5phone,legislator5twitter_id,legislator5votesmart_id,legislator5webform,legislator5website,legislator5youtube_url,legislator6bioguide_id,legislator6birthdate,legislator6cid,legislator6comments,legislator6congress_office,legislator6exit_code,legislator6facebook_id,legislator6fax,legislator6feccandid,legislator6first_elected,legislator6firstlast,legislator6gender,legislator6lastname,legislator6office,legislator6party,legislator6phone,legislator6twitter_id,legislator6votesmart_id,legislator6webform,legislator6website,legislator6youtube_url
C001087,1966-01-22,N00030770,,1711 Longworth House Office Building,0,pages/foo/143344975723788,202-225-5602,H0AR01083,2010,Rick Crawford,M,CRAWFORD,AR01,R,202-225-4076,RepRickCrawford,119208,http://crawford.house.gov/contact/,http://crawford.house.gov,http://youtube.com/RepRickCrawford,H001072,1956-12-05,N00035792,,1229 Longworth House Office Building,0,,202-225-5903,H4AR02141,2014,French Hill,M,HILL,AR02,R,202-225-2506,RepFrenchHill,,,https://hill.house.gov,,W000809,1957-02-18,N00031857,,1119 Longworth House Office Building,0,pages/foo/135898413136490,202-225-5713,H0AR03055,2010,Steve Womack,M,WOMACK,AR03,R,202-225-4301,Rep_SteveWomack,71815,https://womack.house.gov/contact/contactform.htm,http://womack.house.gov,http://youtube.com/CongressmanWomack,W000821,1967-11-18,N00035527,,130 Cannon House Office Building,0,,,H4AR04048,2014,Bruce Westerman,M,WESTERMAN,AR04,R,202-225-3772,RepWesterman,,,https://westerman.house.gov,,C001095,1977-05-13,N00033363,,B33 Russell Senate Office Building,0,pages/foo/120355701459307,,H2AR04083,2014,Tom Cotton,M,COTTON,ARS1,R,202-224-2353,SenTomCotton,135651,,http://www.cotton.senate.gov,http://youtube.com/RepTomCotton,B001236,1950-12-10,N00013873,,320 Hart Senate Office Building,0,pages/foo/7686715735,202-228-1371,H2AR03176,2010,John Boozman,M,BOOZMAN,ARS2,R,202-224-4843,JohnBoozman,27958,http://www.boozman.senate.gov/public/index.cfm/e-mail-me,http://www.boozman.senate.gov,http://youtube.com/BoozmanPressOffice
